patient_id,series_id,middle_z
56503,27279,93
56503,62450,141
56527,44560,96
56534,47288,99
56534,57175,169
56569,21516,192
56569,36694,129
56581,41721,119
56581,59559,100
56637,57692,116
56650,24972,94
56650,32485,93
56685,43353,125
56689,24173,103
56689,62596,144
56690,51951,119
56719,12253,154
56719,16774,112
56729,7106,114
5674,25138,103
5674,30701,102
56751,35149,107
56751,52941,119
56776,13398,124
56776,48081,120
56810,10919,117
56810,3148,120
56816,43716,111
56836,37975,109
56841,17349,107
56858,49142,122
56879,12406,87
56880,10250,116
56880,19187,115
56882,19196,109
56901,15834,112
56903,32515,121
56903,8649,164
56930,49595,91
56948,5930,108
56948,7357,107
56981,13768,141
56981,55120,86
57003,15075,98
57018,27241,86
57018,3091,106
57029,65288,171
57034,51614,120
57038,2381,175
57038,32429,92
57055,37122,124
57058,10506,94
57061,52055,113
57064,27342,130
57087,47706,89
57106,33991,110
57106,38273,116
57126,14825,97
57126,23969,171
57140,41705,121
57140,7361,117
57149,27710,91
57185,20641,109
57260,25545,105
57260,4566,108
5729,18381,87
5729,65135,2
57295,42460,113
57328,17809,109
57328,46319,99
57338,19128,143
57359,33963,99
57364,55076,87
57370,19856,91
57370,49787,157
57444,14286,94
57444,15415,116
57480,12425,96
57480,29872,153
57482,46310,160
57482,49641,96
57487,59301,106
57504,40438,175
57504,60390,39
57534,3589,102
57563,26942,94
57572,26552,94
57574,498,88
57581,13664,111
57601,42698,88
57601,44151,150
57612,6072,96
57612,8006,97
57618,41391,131
57622,23367,126
57640,41053,159
57640,51958,99
57652,46888,114
57714,38563,115
57718,50256,98
57718,54454,98
5775,5791,101
5777,39802,100
57785,24700,106
57785,42139,106
57804,34957,84
57804,65179,146
5781,32361,89
57815,22538,123
57826,28273,99
57826,50937,170
57835,41245,130
57853,55234,100
57878,48890,121
57887,61745,78
57887,62604,100
57901,38797,103
57904,2617,95
57904,27816,172
57905,52010,66
57967,5910,114
57981,25886,158
57981,43565,88
57987,1839,100
57987,53808,108
57988,13285,117
57995,14291,179
57995,56385,95
58006,11364,104
58006,51009,179
58025,55810,92
58046,25413,120
58063,20675,126
58063,48370,101
58077,23935,110
58077,25835,168
58078,44980,89
58097,26899,156
58097,42798,109
581,33994,109
581,43593,96
5811,48599,108
58127,1277,111
58147,30001,98
58165,59055,95
58165,61052,162
5817,13267,97
5817,64103,171
58180,1093,143
58193,63837,85
58236,4116,121
58236,49217,120
58237,58830,126
58309,13910,108
58309,40352,183
58316,31765,109
58324,17779,111
58324,49333,115
58359,22315,92
58360,48185,159
58360,51816,102
58425,3225,95
58425,54723,99
58434,55104,158
58434,62077,92
58435,3242,93
58465,4486,86
58465,62600,86
58475,10924,115
58475,47001,114
58480,25495,112
58480,2898,112
58482,36443,170
58482,9679,102
58485,11390,86
58485,36980,156
58524,24665,104
58524,45936,161
5853,13455,82
58538,419,83
58540,6312,149
58540,924,101
58547,20858,120
58606,10118,100
58637,51602,128
58701,17426,181
58701,42835,99
58708,20697,121
58719,33008,92
58719,9632,165
58729,7818,105
58737,1416,103
58744,23307,94
58757,40095,112
5877,15514,104
5877,38989,149
58773,21632,156
58773,21919,94
58789,64711,115
5880,46910,93
58810,45230,109
58834,47353,122
58863,30306,98
58863,59748,96
58865,2852,110
58865,64243,106
58871,22068,108
58876,40060,117
58876,45621,110
58886,55020,93
58886,63799,155
58901,60656,88
58929,1061,96
58966,21767,117
5897,1646,111
5897,8233,104
58980,1849,113
590,46450,107
5900,3118,118
59001,18829,119
59001,55413,103
59076,16631,103
59107,14925,150
59107,46718,85
5914,18543,95
5914,59834,111
59153,39909,97
59194,18516,105
59208,62088,99
59214,44622,103
5923,63104,107
59261,3189,111
59262,55812,120
59270,51351,91
59270,5454,147
59273,35540,157
59273,61925,121
59276,37202,122
59299,44533,150
59299,55910,89
59302,13793,123
59302,27344,122
59315,34581,87
59315,57506,90
59427,4224,128
59429,51176,106
59442,10755,109
59445,3414,114
59445,58921,111
59456,8876,122
59478,21153,94
59525,41354,113
59528,17360,104
59537,17981,101
59537,30462,174
59544,42679,108
59548,6194,111
59635,41261,96
59635,63957,110
59664,48962,93
59687,15278,106
59704,1843,163
59704,39384,99
59725,55170,156
59725,57007,100
5973,30885,98
5973,40903,178
59737,60182,131
59744,2846,126
59749,36258,113
59772,35402,103
59784,32444,101
59791,51558,105
59811,20816,91
59817,36297,105
59817,43967,92
59856,21248,89
59856,44850,167
59889,26590,120
59889,55681,97
59900,36899,89
59938,41040,99
5996,11124,118
59982,26245,97
60007,64124,111
60009,59981,123
60014,46344,98
60014,51636,159
60021,24008,104
60029,17935,59
60029,52220,63
60058,49547,89
60082,60559,98
60115,54532,129
60151,54974,112
60153,34482,124
60159,35411,106
60178,2154,99
60193,48666,120
60193,59355,109
60196,10921,108
60196,37114,98
60258,56218,93
60309,12099,120
6032,725,99
60373,6511,106
60442,27424,165
60442,5778,101
60450,16410,174
60455,45625,73
60457,48239,113
60457,4940,165
60466,13345,93
60466,30369,165
60472,33050,104
60499,51517,122
60499,53716,123
60515,23631,165
60515,39440,107
60583,55629,194
60593,18555,91
60593,34032,119
60619,20472,126
6064,49785,138
60640,22030,98
60640,40733,99
60706,57348,110
60708,15056,107
60708,30177,107
60724,25153,94
60725,41764,97
60726,22958,103
60726,46835,189
60744,10494,79
60793,35989,172
60793,37095,99
6083,30630,102
6083,4225,119
60836,47856,114
60846,25088,93
60851,2664,103
60900,14318,149
60900,43820,104
60934,36139,96
60944,20776,95
60944,22228,100
6097,22723,84
60978,26174,41
60978,28285,115
60993,15909,110
60993,34697,108
61000,58371,108
61005,57250,106
61005,6223,107
61035,43250,124
61040,1133,146
61061,28927,91
61061,31460,113
61101,53780,106
61128,4869,92
61131,11639,114
61131,29522,153
61229,56049,107
61231,50969,129
61255,28861,115
61342,11244,76
61399,35275,100
61425,46685,93
61439,2801,114
61462,38634,109
61464,50606,84
61468,12151,123
61482,31523,105
61482,55596,111
61490,30078,98
61499,42407,124
61530,1532,112
61537,10941,106
61547,35190,121
61547,62573,107
61560,56805,97
61576,22683,103
61576,46972,104
61619,26318,88
61619,35544,98
61620,17574,106
61620,31567,156
61635,16078,98
61635,63010,101
61651,54760,99
61651,55699,101
61684,16604,115
61688,637,96
61701,63764,88
61701,64075,157
61742,24302,95
61768,18908,103
61768,57443,110
61800,33452,123
61832,2491,123
61834,47652,116
61834,51596,103
6186,26927,108
6186,34643,123
61897,64071,99
61916,8504,137
61917,35504,124
61987,59819,93
61987,8891,133
61993,10079,99
61993,46007,165
6200,4621,96
62022,34111,99
62022,46667,99
6203,11056,95
62062,46426,116
62062,56444,129
62066,15559,115
62088,18996,108
62088,50620,98
62095,24829,102
62116,34224,105
62118,57922,105
62171,2560,116
62179,7486,118
622,23661,121
62246,49439,162
62246,5650,99
62273,28355,104
62280,19718,159
62280,44723,111
62292,7443,87
6230,26133,120
62330,15862,98
62360,51136,101
62376,22122,138
6239,54652,118
62397,62307,126
62423,24407,149
62423,61016,97
62488,39891,101
62494,12166,109
62494,62130,177
62513,18339,161
62513,64012,111
62600,7899,97
62705,10711,21
62705,21679,83
62763,60302,113
62763,7397,99
62764,60829,94
62780,4977,104
62818,728,104
62820,21524,176
62820,46889,93
62822,42059,107
62826,13305,126
62826,25458,106
62845,26214,94
62845,28432,102
62847,13387,114
62847,16405,95
62918,18960,217
62961,50964,121
63012,4979,91
63063,64350,100
63069,23719,106
63078,18278,89
63113,60046,115
63139,53626,84
6317,44463,99
63177,31716,96
63177,52006,109
63193,17170,174
63193,49570,104
63226,18265,84
63226,28566,143
63272,63374,100
63279,58201,97
63306,61936,131
63316,43939,181
63316,56158,97
63319,12595,120
63325,29382,99
63325,29629,163
63338,12473,105
63384,14872,115
63399,65535,123
63443,21654,113
63443,8174,160
63449,18981,183
63449,9505,113
63457,60877,106
63472,43690,97
63501,31630,192
63501,7194,104
63550,1514,165
63550,31025,98
63551,47279,169
63551,48639,97
63561,42718,106
63561,44675,91
63572,32308,90
63572,64157,159
6358,42332,96
63601,37110,167
63601,39850,95
63603,24086,108
63603,51240,183
63620,2185,169
63620,30642,97
63649,46377,121
63662,1386,118
63665,13734,90
63665,19848,95
63673,32113,94
63673,48491,111
63783,56490,111
63783,6903,103
63795,29272,120
63795,6712,118
63811,42155,100
63833,25377,101
63833,37440,103
63875,25865,106
63877,62433,108
63882,42253,161
63882,51519,107
639,22621,105
639,24237,102
63915,54729,80
63948,17927,72
63950,62133,99
63957,35865,90
63957,7234,87
63970,34220,119
63970,60638,111
64008,1913,107
64011,30828,176
64011,57403,105
64017,64562,110
64019,28136,104
64034,21544,96
64068,429,105
64068,48401,107
64079,19556,101
64079,64817,90
64086,35513,170
64086,57145,109
64091,45277,102
64194,25349,107
64204,29705,119
64219,61778,116
64219,8855,101
6423,17893,85
64234,49870,100
64244,1435,113
64246,9721,144
64256,12102,122
64256,17225,102
64263,40690,97
64263,47672,98
64320,62278,111
64333,63807,97
64350,10666,115
64387,44293,94
64405,53805,142
64428,36622,91
64428,51094,162
64469,29323,115
64469,34841,97
6449,50975,89
6449,59328,92
64501,44668,147
64513,19118,136
64513,26642,103
64555,62218,94
64566,9961,107
64567,54970,115
64573,11417,110
64586,9741,109
64591,39266,113
64593,61671,138
64594,35515,114
64594,57169,115
64612,26232,96
64612,34142,165
64632,1157,126
64645,18099,141
64645,30264,98
64665,54029,110
64710,5948,101
64732,41875,89
64732,63467,89
64739,11618,92
64739,37538,104
64769,11211,115
64777,15172,102
64794,11919,107
648,30074,89
64814,12623,168
64814,18963,103
64823,7067,88
64835,19779,109
64845,19595,119
64845,40096,178
6485,2639,163
6485,59336,123
64851,38179,101
6488,3393,113
64881,17868,94
64881,36161,165
6493,52011,104
64932,14482,175
64932,30867,108
64969,19177,115
64969,25536,112
64982,38958,99
64982,39875,174
64983,11984,173
64983,33614,95
64987,32543,111
65005,57667,91
65031,34765,98
65066,50561,87
65083,32240,102
65089,40676,102
65089,7246,143
65118,15814,91
65118,29409,159
65126,631,82
65149,51260,98
65231,13157,104
65289,54889,158
65289,7623,92
65310,41297,164
65310,62772,117
65326,13848,93
65355,36667,120
65355,62272,169
65360,39342,175
65360,49002,102
6539,36696,106
65407,61557,172
65415,60059,112
65438,35647,103
65438,50278,100
6545,14283,98
6545,52551,172
65450,9948,114
65456,40781,95
65495,8371,125
6550,15993,95
65504,50212,166
65504,55928,86
65508,34551,82
6579,36113,105
6579,59108,159
6602,54946,109
6604,43050,89
6604,5958,100
6625,21294,158
6625,60470,85
6642,31680,95
6643,64037,117
6654,37719,114
6766,48770,111
6773,43137,166
6773,64013,98
6780,57077,107
6788,19407,103
6788,56819,175
687,1413,103
6879,21521,80
6881,60367,168
6884,16271,149
6884,5685,90
6962,45009,111
6968,39099,120
697,25035,104
6990,52057,115
6992,54860,115
6996,4968,87
7017,47043,109
7026,21576,105
7026,23209,83
7030,16572,91
7054,56461,104
706,28342,105
706,53270,152
7064,61161,115
7064,7714,106
7084,11200,83
7093,19404,83
7098,59560,125
7110,14168,97
7115,52758,115
7115,6761,176
7141,20008,99
7141,55755,123
716,27957,104
7162,16162,108
7162,63078,131
7184,44355,96
7184,54126,99
7185,12297,167
7185,4701,94
7188,22507,113
7190,45154,111
7190,60602,98
7202,59814,107
7290,29976,106
7307,46481,141
732,26337,97
732,61426,150
7346,60110,113
7358,41161,177
7358,7032,103
7369,19713,84
7369,54651,165
7393,53686,90
7393,54449,165
7411,42688,92
7429,35773,125
7434,18314,105
7435,46502,105
7437,5054,99
7476,27477,68
7476,29458,171
7482,15853,108
7482,49474,92
7493,38605,98
7513,16641,120
7530,31046,99
7530,9400,102
7574,20274,99
7603,17282,95
7611,41113,181
7611,43613,106
7642,778,103
7654,48516,134
7657,49511,91
766,49801,99
7712,30889,112
7715,45155,105
7749,65131,107
7754,35924,96
7754,56068,136
7784,46698,99
7784,891,169
7789,3757,105
7819,35514,111
7904,29853,164
7904,47704,92
7933,22515,105
7933,2859,165
7944,35443,127
796,23070,120
796,39023,122
7995,16193,70
7995,26330,172
8031,55088,105
8044,37213,102
8054,56172,97
8076,16511,158
8076,41087,100
8094,50392,102
8104,51923,101
8104,59956,159
820,11921,96
820,38809,87
821,60774,97
8218,11538,94
8218,7074,89
8263,30011,105
8314,15407,109
8325,4836,104
8325,9659,117
8327,32299,115
8389,46753,117
8395,12137,102
8411,45877,106
8420,2917,101
8420,31609,88
8424,41330,153
8424,57277,96
8464,21220,104
8464,5733,95
8499,47909,81
8502,24328,111
8506,22332,81
8506,8684,156
851,31895,98
8537,51204,111
8576,30365,140
8576,43533,109
8621,50252,109
8648,34451,99
8684,38440,95
8691,28091,99
8692,50552,122
8707,29251,111
8707,52637,163
871,25284,99
871,4255,155
8771,5829,105
8774,31318,100
8774,62868,147
878,31368,120
878,43708,87
8833,39833,109
8848,41663,97
8848,7384,94
8889,10699,103
8889,42624,192
8935,56943,99
8958,26115,96
8958,56391,98
8964,64776,112
8978,38339,132
8996,13197,179
8996,20003,98
902,15169,107
902,2180,93
904,10621,130
904,33787,114
908,5335,121
9081,63055,99
9093,24648,179
9093,42315,113
9125,52829,99
9132,17869,112
9132,27841,118
9164,10958,101
9179,42443,101
9179,8384,97
9190,44739,114
9264,13823,100
9289,36535,118
9289,49059,111
9363,39551,150
9363,59065,98
9373,60161,94
9373,61793,178
9386,3548,127
9388,44165,81
9408,1084,95
9408,36517,171
9424,44771,84
9424,63028,143
943,52123,85
943,53172,98
9446,21211,95
9446,57605,178
9485,33511,106
9485,57730,177
9493,12208,168
951,3592,149
951,57187,87
9510,42522,116
9528,1989,116
9532,30038,90
9537,1117,92
9549,20222,98
9549,36394,159
9553,19401,57
9553,36660,87
9555,10006,164
9555,57164,82
958,49125,120
96,39874,93
9611,19190,110
9620,40042,98
9632,3750,84
965,10084,174
965,43256,97
9703,39470,122
9753,18597,107
980,49378,100
980,57720,103
9801,33226,89
9801,36887,139
9808,17716,108
9813,24149,90
9835,26866,93
9835,45852,102
9860,2625,157
9951,2731,99
9960,42541,96
9961,2003,133
9961,63032,129
9980,40214,94
9980,40466,151
9983,10806,105
